"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Diorite","text_Obsidian","time_obs","time_resp","text_Pegmatite","text_Andesite","text_Gabbro","text_Peridotite","time_fb1","time_fb2","text_Pumice","text_Basalt"
"","","","","","","","","","","","html-button-response","254","2.0.0","1516959","672fe15ff310043c985e09fa","4","42","1129","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","0","class_response","2","train","8","Andesite","Andesite","14","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1518560","672fe15ff310043c985e09fa","4","42","1596","","","","","","","","","<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1519785","672fe15ff310043c985e09fa","4","42","1223","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","1","class_response","2","train","9","Basalt","Pumice","06","false","2","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1520853","672fe15ff310043c985e09fa","4","42","1064","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1522073","672fe15ff310043c985e09fa","4","42","1216","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","1","class_response","2","train","10","Basalt","Pegmatite","07","false","2","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1522985","672fe15ff310043c985e09fa","4","42","909","","","","","","","","","<img src= rock_img/I_Pegmatite_07.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1523954","672fe15ff310043c985e09fa","4","42","966","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","5","class_response","2","train","11","Pegmatite","Peridotite","06","false","6","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1526213","672fe15ff310043c985e09fa","4","42","2256","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1531697","672fe15ff310043c985e09fa","4","42","5481","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","3","class_response","2","train","12","Gabbro","Peridotite","15","false","4","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1532576","672fe15ff310043c985e09fa","4","42","876","","","","","","","","","<img src= rock_img/I_Peridotite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1535471","672fe15ff310043c985e09fa","4","42","2890","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1562966","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","24808.69999998808","2677.800000011921","8","6","Pumice","Pegmatite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1741793","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","","","","","","","27845.5","150959.30000001192","quite rocky as any rock","","","","","","It has the shape of normal stone",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1759785","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","9474.900000035763","8513.5","3","2","Diorite","Basalt","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1889653","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","","","","","a rock with many buttons","","13705","116154.19999998808","","","","","","","","quite huge for a rock"
"","","","","","","","","","","","html-button-response","270","2.0.0","1902515","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","9046.699999988079","3809.300000011921","1","7","Andesite","Peridotite","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1999478","672fe15ff310043c985e09fa","4","42","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","","","","","","","6660.900000035763","90294.5","","normal stones description","","features of a sponge cake","","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","2001972","672fe15ff310043c985e09fa","4","42","2487","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","2005151","672fe15ff310043c985e09fa","4","42","3173","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","2","class_response","2","test","1","Diorite","Andesite","03","false","3","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","2005665","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","2008683","672fe15ff310043c985e09fa","4","42","3014","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","test","2","Basalt","Andesite","06","false","2","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","2009194","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","2012224","672fe15ff310043c985e09fa","4","42","3027","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","2","test","3","Peridotite","Andesite","09","false","7","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","2012740","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","2014875","672fe15ff310043c985e09fa","4","42","2131","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","1","class_response","2","test","4","Basalt","Obsidian","02","false","2","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","2015389","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","2026082","672fe15ff310043c985e09fa","4","42","10687","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","7","class_response","2","test","5","Pumice","Andesite","04","false","8","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","2026593","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","2028527","672fe15ff310043c985e09fa","4","42","1932","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","6","class_response","2","test","6","Peridotite","Pumice","03","false","7","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","285","2.0.0","2029041","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","286","2.0.0","2036102","672fe15ff310043c985e09fa","4","42","7057","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","2","class_response","2","test","7","Diorite","Obsidian","10","false","3","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","287","2.0.0","2036618","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","288","2.0.0","2045863","672fe15ff310043c985e09fa","4","42","9239","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","5","class_response","2","test","8","Pegmatite","Basalt","04","false","6","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","289","2.0.0","2046377","672fe15ff310043c985e09fa","4","42","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","290","2.0.0","2049776","672fe15ff310043c985e09fa","4","42","3394","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","1","class_response","2","test","9","Basalt","Pegmatite","11","false","2","6","","","","","","","","","","","","","","","","","",""
